userIDint,userID,titleID,rating
496,b29d3c21387891c26ac03a7e77606c69,862,10
496,b29d3c21387891c26ac03a7e77606c69,9087,4
496,b29d3c21387891c26ac03a7e77606c69,11,10
496,b29d3c21387891c26ac03a7e77606c69,278,8
496,b29d3c21387891c26ac03a7e77606c69,13,10
496,b29d3c21387891c26ac03a7e77606c69,329,8
496,b29d3c21387891c26ac03a7e77606c69,424,8
496,b29d3c21387891c26ac03a7e77606c69,274,8
496,b29d3c21387891c26ac03a7e77606c69,9327,6
496,b29d3c21387891c26ac03a7e77606c69,1585,10
496,b29d3c21387891c26ac03a7e77606c69,1891,10
496,b29d3c21387891c26ac03a7e77606c69,2493,10
496,b29d3c21387891c26ac03a7e77606c69,85,10
496,b29d3c21387891c26ac03a7e77606c69,1892,8
496,b29d3c21387891c26ac03a7e77606c69,105,10
496,b29d3c21387891c26ac03a7e77606c69,199,6
496,b29d3c21387891c26ac03a7e77606c69,782,4
496,b29d3c21387891c26ac03a7e77606c69,637,8
496,b29d3c21387891c26ac03a7e77606c69,603,10
496,b29d3c21387891c26ac03a7e77606c69,120,10
496,b29d3c21387891c26ac03a7e77606c69,122,10
496,b29d3c21387891c26ac03a7e77606c69,157336,10
1088,4ac007ae-05aa-49b5-865d-34a16a8dadcf,390734,9
1591,c69ca4fa0e903f97850bb81537c7a8cb,13,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,11216,4
1591,c69ca4fa0e903f97850bb81537c7a8cb,2493,6
1591,c69ca4fa0e903f97850bb81537c7a8cb,595,6
1591,c69ca4fa0e903f97850bb81537c7a8cb,37247,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,982,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,3034,10
1591,c69ca4fa0e903f97850bb81537c7a8cb,603,4
1591,c69ca4fa0e903f97850bb81537c7a8cb,745,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,128,6
1591,c69ca4fa0e903f97850bb81537c7a8cb,141,6
1591,c69ca4fa0e903f97850bb81537c7a8cb,194,4
1591,c69ca4fa0e903f97850bb81537c7a8cb,129,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,8392,10
1591,c69ca4fa0e903f97850bb81537c7a8cb,10515,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,773,4
1591,c69ca4fa0e903f97850bb81537c7a8cb,1262,10
1591,c69ca4fa0e903f97850bb81537c7a8cb,1417,6
1591,c69ca4fa0e903f97850bb81537c7a8cb,1124,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,7326,6
1591,c69ca4fa0e903f97850bb81537c7a8cb,10681,10
1591,c69ca4fa0e903f97850bb81537c7a8cb,14301,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,14160,10
1591,c69ca4fa0e903f97850bb81537c7a8cb,24238,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,27205,4
1591,c69ca4fa0e903f97850bb81537c7a8cb,45269,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,1865,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,51540,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,24428,4
1591,c69ca4fa0e903f97850bb81537c7a8cb,65754,4
1591,c69ca4fa0e903f97850bb81537c7a8cb,83666,10
1591,c69ca4fa0e903f97850bb81537c7a8cb,62177,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,84892,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,122906,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,120467,10
1591,c69ca4fa0e903f97850bb81537c7a8cb,157336,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,127585,6
1591,c69ca4fa0e903f97850bb81537c7a8cb,180296,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,244786,10
1591,c69ca4fa0e903f97850bb81537c7a8cb,210577,10
1591,c69ca4fa0e903f97850bb81537c7a8cb,242090,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,205596,10
1591,c69ca4fa0e903f97850bb81537c7a8cb,253256,8
1591,c69ca4fa0e903f97850bb81537c7a8cb,150540,6
1591,c69ca4fa0e903f97850bb81537c7a8cb,250574,10
623,311400edc75d56330b2c1d89aeac099c,36834,6
623,311400edc75d56330b2c1d89aeac099c,628,8
623,311400edc75d56330b2c1d89aeac099c,9495,6
623,311400edc75d56330b2c1d89aeac099c,2654,8
623,311400edc75d56330b2c1d89aeac099c,85,8
623,311400edc75d56330b2c1d89aeac099c,207,6
623,311400edc75d56330b2c1d89aeac099c,364,8
623,311400edc75d56330b2c1d89aeac099c,4232,8
623,311400edc75d56330b2c1d89aeac099c,38523,6
623,311400edc75d56330b2c1d89aeac099c,37165,8
623,311400edc75d56330b2c1d89aeac099c,4011,6
623,311400edc75d56330b2c1d89aeac099c,162,8
623,311400edc75d56330b2c1d89aeac099c,12159,6
623,311400edc75d56330b2c1d89aeac099c,73,8
623,311400edc75d56330b2c1d89aeac099c,17962,8
623,311400edc75d56330b2c1d89aeac099c,550,8
623,311400edc75d56330b2c1d89aeac099c,2668,8
623,311400edc75d56330b2c1d89aeac099c,1359,8
623,311400edc75d56330b2c1d89aeac099c,644,8
623,311400edc75d56330b2c1d89aeac099c,141,8
623,311400edc75d56330b2c1d89aeac099c,194,6
623,311400edc75d56330b2c1d89aeac099c,16664,8
623,311400edc75d56330b2c1d89aeac099c,1807,8
623,311400edc75d56330b2c1d89aeac099c,38,8
623,311400edc75d56330b2c1d89aeac099c,16876,8
623,311400edc75d56330b2c1d89aeac099c,11606,6
623,311400edc75d56330b2c1d89aeac099c,1913,8
623,311400edc75d56330b2c1d89aeac099c,561,8
623,311400edc75d56330b2c1d89aeac099c,2117,6
623,311400edc75d56330b2c1d89aeac099c,1417,8
623,311400edc75d56330b2c1d89aeac099c,13363,8
623,311400edc75d56330b2c1d89aeac099c,14784,8
623,311400edc75d56330b2c1d89aeac099c,4922,8
623,311400edc75d56330b2c1d89aeac099c,6936,6
623,311400edc75d56330b2c1d89aeac099c,12410,8
623,311400edc75d56330b2c1d89aeac099c,28178,8
623,311400edc75d56330b2c1d89aeac099c,23488,8
623,311400edc75d56330b2c1d89aeac099c,9543,8
623,311400edc75d56330b2c1d89aeac099c,31011,8
623,311400edc75d56330b2c1d89aeac099c,53487,8
623,311400edc75d56330b2c1d89aeac099c,84892,8
623,311400edc75d56330b2c1d89aeac099c,130739,6
623,311400edc75d56330b2c1d89aeac099c,157386,8
623,311400edc75d56330b2c1d89aeac099c,169813,8
623,311400edc75d56330b2c1d89aeac099c,152584,6
623,311400edc75d56330b2c1d89aeac099c,284427,6
623,311400edc75d56330b2c1d89aeac099c,265193,8
623,311400edc75d56330b2c1d89aeac099c,336026,8
737,bce86158a455f637e99ef8a6cab948e1,807,8
737,bce86158a455f637e99ef8a6cab948e1,278,10
737,bce86158a455f637e99ef8a6cab948e1,137,8
737,bce86158a455f637e99ef8a6cab948e1,489,8
737,bce86158a455f637e99ef8a6cab948e1,857,8
737,bce86158a455f637e99ef8a6cab948e1,73,10
737,bce86158a455f637e99ef8a6cab948e1,603,8
737,bce86158a455f637e99ef8a6cab948e1,550,8
737,bce86158a455f637e99ef8a6cab948e1,77,8
737,bce86158a455f637e99ef8a6cab948e1,161,8
737,bce86158a455f637e99ef8a6cab948e1,453,8
737,bce86158a455f637e99ef8a6cab948e1,2501,10
737,bce86158a455f637e99ef8a6cab948e1,121,6
737,bce86158a455f637e99ef8a6cab948e1,310,8
737,bce86158a455f637e99ef8a6cab948e1,616,8
737,bce86158a455f637e99ef8a6cab948e1,122,6
737,bce86158a455f637e99ef8a6cab948e1,1954,8
737,bce86158a455f637e99ef8a6cab948e1,2048,8
737,bce86158a455f637e99ef8a6cab948e1,2502,8
737,bce86158a455f637e99ef8a6cab948e1,4380,6
737,bce86158a455f637e99ef8a6cab948e1,1635,8
737,bce86158a455f637e99ef8a6cab948e1,4348,8
737,bce86158a455f637e99ef8a6cab948e1,674,6
737,bce86158a455f637e99ef8a6cab948e1,58,10
737,bce86158a455f637e99ef8a6cab948e1,1491,8
737,bce86158a455f637e99ef8a6cab948e1,1422,8
737,bce86158a455f637e99ef8a6cab948e1,1124,8
737,bce86158a455f637e99ef8a6cab948e1,1372,8
737,bce86158a455f637e99ef8a6cab948e1,2503,10
737,bce86158a455f637e99ef8a6cab948e1,155,8
737,bce86158a455f637e99ef8a6cab948e1,8681,8
737,bce86158a455f637e99ef8a6cab948e1,12405,6
737,bce86158a455f637e99ef8a6cab948e1,16869,6
737,bce86158a455f637e99ef8a6cab948e1,18785,8
737,bce86158a455f637e99ef8a6cab948e1,22947,6
737,bce86158a455f637e99ef8a6cab948e1,19995,8
737,bce86158a455f637e99ef8a6cab948e1,27205,10
737,bce86158a455f637e99ef8a6cab948e1,44214,8
737,bce86158a455f637e99ef8a6cab948e1,51876,10
737,bce86158a455f637e99ef8a6cab948e1,46738,8
737,bce86158a455f637e99ef8a6cab948e1,45243,8
737,bce86158a455f637e99ef8a6cab948e1,44826,8
737,bce86158a455f637e99ef8a6cab948e1,109439,8
737,bce86158a455f637e99ef8a6cab948e1,49047,6
737,bce86158a455f637e99ef8a6cab948e1,116745,6
737,bce86158a455f637e99ef8a6cab948e1,110414,10
737,bce86158a455f637e99ef8a6cab948e1,249397,6
737,bce86158a455f637e99ef8a6cab948e1,157336,8
737,bce86158a455f637e99ef8a6cab948e1,205596,10
1025,9053ffec0f61d7ade4e1cc6adad27684,807,8
1025,9053ffec0f61d7ade4e1cc6adad27684,13,6
1025,9053ffec0f61d7ade4e1cc6adad27684,329,4
1025,9053ffec0f61d7ade4e1cc6adad27684,275,8
1025,9053ffec0f61d7ade4e1cc6adad27684,745,6
1025,9053ffec0f61d7ade4e1cc6adad27684,550,8
1025,9053ffec0f61d7ade4e1cc6adad27684,641,10
1025,9053ffec0f61d7ade4e1cc6adad27684,141,8
1025,9053ffec0f61d7ade4e1cc6adad27684,322,6
1025,9053ffec0f61d7ade4e1cc6adad27684,587,8
1025,9053ffec0f61d7ade4e1cc6adad27684,4553,8
1025,9053ffec0f61d7ade4e1cc6adad27684,5528,8
1025,9053ffec0f61d7ade4e1cc6adad27684,70,8
1025,9053ffec0f61d7ade4e1cc6adad27684,1124,6
1025,9053ffec0f61d7ade4e1cc6adad27684,4771,6
1025,9053ffec0f61d7ade4e1cc6adad27684,10681,8
1025,9053ffec0f61d7ade4e1cc6adad27684,12405,6
1025,9053ffec0f61d7ade4e1cc6adad27684,17431,6
1025,9053ffec0f61d7ade4e1cc6adad27684,11324,8
1025,9053ffec0f61d7ade4e1cc6adad27684,27205,6
1025,9053ffec0f61d7ade4e1cc6adad27684,44214,8
1025,9053ffec0f61d7ade4e1cc6adad27684,45612,6
1025,9053ffec0f61d7ade4e1cc6adad27684,77338,6
1025,9053ffec0f61d7ade4e1cc6adad27684,49047,6
1025,9053ffec0f61d7ade4e1cc6adad27684,106646,6
1025,9053ffec0f61d7ade4e1cc6adad27684,157336,8
1025,9053ffec0f61d7ade4e1cc6adad27684,137113,4
1025,9053ffec0f61d7ade4e1cc6adad27684,210577,4
1025,9053ffec0f61d7ade4e1cc6adad27684,206487,8
1025,9053ffec0f61d7ade4e1cc6adad27684,242582,8
1025,9053ffec0f61d7ade4e1cc6adad27684,264660,6
1025,9053ffec0f61d7ade4e1cc6adad27684,205596,6
1025,9053ffec0f61d7ade4e1cc6adad27684,286217,8
1025,9053ffec0f61d7ade4e1cc6adad27684,150540,8
1721,bcf0c0d5-507a-4056-9968-e92dd3517b2a,13804,8
1721,bcf0c0d5-507a-4056-9968-e92dd3517b2a,1817,10
1721,bcf0c0d5-507a-4056-9968-e92dd3517b2a,19912,8
1721,bcf0c0d5-507a-4056-9968-e92dd3517b2a,55779,6
1721,bcf0c0d5-507a-4056-9968-e92dd3517b2a,9286,9
1721,bcf0c0d5-507a-4056-9968-e92dd3517b2a,9358,10
1721,bcf0c0d5-507a-4056-9968-e92dd3517b2a,9532,9
1721,bcf0c0d5-507a-4056-9968-e92dd3517b2a,9615,10
1721,bcf0c0d5-507a-4056-9968-e92dd3517b2a,9687,10
1270,83f9f128-1a3b-4fc2-801d-4c791b8a91ff,11324,9
1270,83f9f128-1a3b-4fc2-801d-4c791b8a91ff,157336,10
1270,83f9f128-1a3b-4fc2-801d-4c791b8a91ff,278,10
1270,83f9f128-1a3b-4fc2-801d-4c791b8a91ff,299534,9
1270,83f9f128-1a3b-4fc2-801d-4c791b8a91ff,299536,9
1270,83f9f128-1a3b-4fc2-801d-4c791b8a91ff,38,8
1270,83f9f128-1a3b-4fc2-801d-4c791b8a91ff,453,9
1270,83f9f128-1a3b-4fc2-801d-4c791b8a91ff,453,9
1270,83f9f128-1a3b-4fc2-801d-4c791b8a91ff,550,9
1270,83f9f128-1a3b-4fc2-801d-4c791b8a91ff,550,9
1270,83f9f128-1a3b-4fc2-801d-4c791b8a91ff,550,9
1352,9c5b80796c75f9f0b06a81955f8f5e44,10428,8
1352,9c5b80796c75f9f0b06a81955f8f5e44,10714,8
1352,9c5b80796c75f9f0b06a81955f8f5e44,11236,8
1352,9c5b80796c75f9f0b06a81955f8f5e44,11827,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,185,0
1352,9c5b80796c75f9f0b06a81955f8f5e44,7340,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,3179,8
1352,9c5b80796c75f9f0b06a81955f8f5e44,9611,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,13597,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,9340,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,11704,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,11639,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,4978,8
1352,9c5b80796c75f9f0b06a81955f8f5e44,11522,6
1352,9c5b80796c75f9f0b06a81955f8f5e44,34584,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,847,8
1352,9c5b80796c75f9f0b06a81955f8f5e44,11355,8
1352,9c5b80796c75f9f0b06a81955f8f5e44,550,8
1352,9c5b80796c75f9f0b06a81955f8f5e44,11878,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,10468,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,2609,8
1352,9c5b80796c75f9f0b06a81955f8f5e44,2294,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,1574,6
1352,9c5b80796c75f9f0b06a81955f8f5e44,4464,8
1352,9c5b80796c75f9f0b06a81955f8f5e44,1830,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,9388,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,773,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,7326,6
1352,9c5b80796c75f9f0b06a81955f8f5e44,155,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,19908,8
1352,9c5b80796c75f9f0b06a81955f8f5e44,64688,10
1352,9c5b80796c75f9f0b06a81955f8f5e44,60534,2
85,cf9b484f-79b2-4468-86ac-8873461b501a,1824,10
883,2956ff055c67bbb1d2fa2634a88b1a8d,902,6
